PGM_SYS_ID,YEAR,GROUP,MEAN_VIOL_TO_EA_LAG_DAYS,LAG_QUARTILE,N_VIOLATIONS_FUTURE
CABAA00006013A0581,2019,other,445.75,Q4 (slowest),1
CABAA00006013A0581,2020,other,186.5,Q3,0
CABAA00006013A0581,2023,other,0,Q1 (fastest),0
CABAA00006013A0828,2022,other,249,Q3,0
CABAA00006013A0907,2018,other,715.57,Q4 (slowest),2
CABAA00006013A0907,2019,other,0,Q1 (fastest),0
CABAA00006013A0907,2021,other,711,Q4 (slowest),0
CABAA00006013A1464,2017,other,930.5,Q4 (slowest),0
CABAA00006013A1464,2024,other,0,Q1 (fastest),1
CABAA00006013A1820,2021,electric,0,Q1 (fastest),0
CABAA00006013A1840,2017,electric,254,Q4 (slowest),2
CABAA00006013A1840,2018,electric,0,Q1 (fastest),14
CABAA00006013A1840,2019,electric,771.74,Q4 (slowest),7
CABAA00006013A1840,2020,electric,653.15,Q4 (slowest),1
CABAA00006013A1840,2021,electric,462.5,Q4 (slowest),3
CABAA00006013A1840,2022,electric,301.5,Q4 (slowest),16
CABAA00006013A1840,2023,electric,18.65,Q2,2
CABAA00006013A1840,2024,electric,0,Q1 (fastest),22
CABAA00006013A2371,2017,other,188.33,Q3,1
CABAA00006013A2371,2018,other,102,Q3,2
CABAA00006013A2371,2021,other,157,Q3,0
CABAA00006013A4022,2017,other,195.5,Q3,0
CABAA00006013A4618,2019,other,490.82,Q4 (slowest),0
CABAA00006013A4618,2021,other,158.86,Q3,10
CABAA00006013A4618,2022,other,352.89,Q4 (slowest),3
CABAA00006013A4618,2023,other,134.25,Q3,1
CABAA00006013A4618,2024,other,0,Q1 (fastest),5
CABAA00006013A7034,2019,other,282.71,Q4 (slowest),4
CABAA00006013A7034,2020,other,89.14,Q2,0
CABAA00006013A7419,2017,other,767.75,Q4 (slowest),1
CABAA00006013A7419,2018,other,592,Q4 (slowest),0
CABAA00006013A7419,2021,other,109,Q3,5
CABAA00006013A7419,2022,other,277.1,Q4 (slowest),2
CABAA00006013A7419,2023,other,174.67,Q3,0
CABAA00006013A8664,2017,electric,95,Q3,2
CABAA00006013A8664,2018,electric,90,Q3,0
CABAA00006013A8664,2023,electric,312.47,Q4 (slowest),0
CABAA00006013B1661,2017,other,520.5,Q4 (slowest),0
CABAA00006013B1661,2024,other,0,Q1 (fastest),0
CABAA00006013B1866,2018,electric,158,Q3,3
CABAA00006013B1866,2019,electric,191.83,Q3,0
CABAA00006013B1866,2023,electric,312.5,Q4 (slowest),0
CABAA00006013B1911,2019,other,622.5,Q4 (slowest),0
CABAA00006013B1911,2022,other,0,Q1 (fastest),4
CABAA00006013B1911,2023,other,0,Q1 (fastest),4
CABAA00006013B1911,2024,other,0,Q1 (fastest),9
CABAA00006013B2095,2022,electric,585,Q4 (slowest),1
CABAA00006013B2095,2023,electric,340.5,Q4 (slowest),0
CABAA00006013B2758,2015,other,1224.18,Q4 (slowest),12
CABAA00006013B2758,2016,other,1233.5,Q4 (slowest),3
CABAA00006013B2758,2017,other,1053.33,Q4 (slowest),29
CABAA00006013B2758,2018,other,861.54,Q4 (slowest),27
CABAA00006013B2758,2019,other,41.04,Q2,8
CABAA00006013B2758,2020,other,0,Q1 (fastest),16
CABAA00006013B2758,2021,other,35.06,Q2,27
CABAA00006013B2758,2022,other,118.87,Q3,12
CABAA00006013B2758,2023,other,266.78,Q4 (slowest),16
CABAA00006013B2758,2024,other,112.68,Q3,10
CABAA00006013B2855,2017,other,784,Q4 (slowest),2
CABAA00006013B2855,2021,other,53,Q2,0
CABAA00006013B8143,2018,electric,101.5,Q3,0
CABAA00006041A1179,2021,other,284.67,Q4 (slowest),0
CABAA00006055A1634,2021,other,529,Q4 (slowest),2
CABAA00006055A1634,2022,other,0,Q1 (fastest),1
CABAA00006055A9183,2021,other,455.12,Q4 (slowest),5
CABAA00006055A9183,2022,other,507.78,Q4 (slowest),2
CABAA00006055A9183,2023,other,294,Q4 (slowest),0
CABAA00006081A0051,2020,other,170.5,Q3,0
CABAA00006081A0051,2024,other,0,Q1 (fastest),2
CABAA00006081A1364,2022,other,277,Q4 (slowest),2
CABAA00006081A1364,2023,other,225.5,Q3,1
CABAA00006081A1784,2019,other,171,Q3,0
CABAA00006081A1784,2022,other,447.5,Q4 (slowest),5
CABAA00006081A1784,2023,other,25.83,Q2,1
CABAA00006081A1784,2024,other,0,Q1 (fastest),9
CABAA00006081A2266,2019,electric,476.09,Q4 (slowest),0
CABAA00006081A2266,2021,electric,0,Q1 (fastest),2
CABAA00006081A2266,2022,electric,0,Q1 (fastest),7
CABAA00006081A2266,2023,electric,0,Q1 (fastest),3
CABAA00006081A2266,2024,electric,0,Q1 (fastest),6
CABAA00006081A4021,2016,other,311,Q4 (slowest),2
CABAA00006081A4021,2017,other,198.5,Q3,0
CABAA00006085A0017,2016,other,270.5,Q4 (slowest),2
CABAA00006085A0017,2017,other,183.75,Q3,4
CABAA00006085A0017,2018,other,264,Q4 (slowest),4
CABAA00006085A0017,2019,other,141,Q3,0
CABAA00006085A0017,2022,other,359,Q4 (slowest),2
CABAA00006085A0017,2023,other,388.5,Q4 (slowest),1
CABAA00006085A0017,2024,other,248,Q3,0
CABAA00006085A0041,2018,other,1443.5,Q4 (slowest),1
CABAA00006085A0041,2019,other,1197.5,Q4 (slowest),0
CABAA00006085A0621,2017,electric,645.75,Q4 (slowest),2
CABAA00006085A0621,2018,electric,332.75,Q4 (slowest),0
CABAA00006085A0733,2018,other,0,Q1 (fastest),5
CABAA00006085A0733,2019,other,0,Q1 (fastest),0
CABAA00006085A0733,2021,other,485.5,Q4 (slowest),0
CABAA00006085A0778,2019,electric,0,Q1 (fastest),1
CABAA00006085A0778,2020,electric,0,Q1 (fastest),2
CABAA00006085A0778,2021,electric,557.5,Q4 (slowest),0
CABAA00006085A1812,2020,other,718,Q4 (slowest),6
CABAA00006085A1812,2021,other,540.08,Q4 (slowest),1
CABAA00006085A1812,2022,other,415,Q4 (slowest),1
CABAA00006085A1812,2023,other,146.5,Q3,1
CABAA00006085A1812,2024,other,0,Q1 (fastest),3
CABAA00006085A2561,2021,other,0,Q1 (fastest),0
CABAA00006085A3294,2021,other,276.25,Q4 (slowest),0
CABAA00006085A3464,2023,other,0,Q1 (fastest),1
CABAA00006085A3464,2024,other,0,Q1 (fastest),3
CABAA00006085A4020,2019,other,196,Q3,0
CABAA00006085A4020,2021,other,142,Q3,1
CABAA00006085A4020,2022,other,515.5,Q4 (slowest),2
CABAA00006085A4020,2023,other,350.5,Q4 (slowest),0
CABAA00006085A5905,2023,other,220,Q3,0
CABAA00006085A7265,2021,electric,105,Q3,1
CABAA00006085A9013,2015,other,1370.81,Q4 (slowest),8
CABAA00006085A9013,2016,other,1255.2,Q4 (slowest),2
CABAA00006085A9013,2019,other,548.22,Q4 (slowest),3
CABAA00006085A9013,2020,other,257.75,Q4 (slowest),5
CABAA00006085A9013,2021,other,0,Q1 (fastest),7
CABAA00006085A9013,2022,other,0,Q1 (fastest),13
CABAA00006085A9013,2023,other,0,Q1 (fastest),9
CABAA00006085A9013,2024,other,0,Q1 (fastest),2
CABAA00006085B0861,2018,other,151,Q3,0
CABAA00006085B0861,2022,other,100.67,Q3,0
CABAA00006085B1180,2024,electric,161.5,Q3,0
CABAA00006095A0148,2017,other,0,Q1 (fastest),0
CABAA00006095A0606,2022,other,0,Q1 (fastest),0
CABAA00006095A0770,2020,other,374,Q4 (slowest),0
CABAA00006095A1665,2024,other,0,Q1 (fastest),1
CABAA00006095A2039,2021,other,473,Q4 (slowest),0
CABAA00006095A2039,2023,other,166.5,Q3,0
CABAA00006095B2626,2017,other,836.85,Q4 (slowest),6
CABAA00006095B2626,2018,other,525.8,Q4 (slowest),42
CABAA00006095B2626,2019,other,161.39,Q3,23
CABAA00006095B2626,2020,other,0.57,Q1 (fastest),18
CABAA00006095B2626,2021,other,1.25,Q1 (fastest),6
CABAA00006095B2626,2022,other,0,Q1 (fastest),3
CABAA00006095B2626,2023,other,0,Q1 (fastest),22
CABAA00006095B2626,2024,other,0,Q1 (fastest),50
CABAA00006095B4416,2024,electric,0,Q1 (fastest),0
CABAA00006095B4511,2021,electric,80.5,Q2,0
CABAA00006095B4511,2024,electric,0,Q1 (fastest),1
CABAA00006097A1403,2017,other,156,Q3,0
CABAA00006097A1403,2019,other,104.5,Q3,0
CABAA00006097A1403,2021,other,0,Q1 (fastest),4
CABAA00006097A1403,2022,other,424.83,Q4 (slowest),1
CABAA00006097A1403,2023,other,243,Q3,0
CABAA00006097A2254,2019,electric,0,Q1 (fastest),0
CABAA00006097A2254,2021,electric,567.13,Q4 (slowest),0
CABAA00006097A2254,2023,electric,399.69,Q4 (slowest),4
CABAA00006097A2254,2024,electric,0,Q1 (fastest),10
CAMDA00006071M0025,2022,other,32,Q2,2
CAMDA00006071M0025,2023,other,6.67,Q1 (fastest),2
CAMDA00006071M0025,2024,other,9,Q1 (fastest),3
CAMDA00006071M0029,2021,other,2.5,Q1 (fastest),0
CAMDA00006071M0040,2018,other,0,Q1 (fastest),0
CAMDA00006071M0087,2017,other,17,Q2,0
CAMDA00006071M0089,2020,other,3.5,Q1 (fastest),1
CAMDA00006071M0089,2021,other,0,Q1 (fastest),0
CAMDA00006071M0089,2023,other,24.5,Q2,0
CAMDA00006071M0090,2019,other,0,Q1 (fastest),0
CAMDA00006071M0090,2024,other,3,Q1 (fastest),0
CAMDA00006071M0504,2018,other,0,Q1 (fastest),0
CAMDA00006071M0504,2020,other,11.5,Q1 (fastest),0
CAMDA00006071M0504,2023,other,0,Q1 (fastest),0
CAMDA00006071M0505,2023,other,0,Q1 (fastest),0
CAMDA00006071M0522,2020,other,13,Q1 (fastest),0
CAMDA00006071M1067,2019,other,0,Q1 (fastest),1
CAMDA00006071M1067,2020,other,22,Q2,1
CAMDA00006071M1067,2021,other,0,Q1 (fastest),0
CAMDA00006071M1112,2018,other,0,Q1 (fastest),0
CAMDA00006071M1634,2021,other,5.5,Q1 (fastest),0
CAMDA00006071M2118,2019,other,7,Q1 (fastest),0
CAMDA00006071M2118,2021,other,25,Q2,1
CAMDA00006071M2118,2022,other,26,Q2,2
CAMDA00006071M2118,2023,other,9.5,Q1 (fastest),0
CAMDA00006071M2443,2022,other,67.5,Q2,0
CAMDA00006071M2953,2019,other,11,Q1 (fastest),0
CAMDA00006071M2953,2022,other,47.5,Q2,0
CAMDAM1489,2018,other,13.56,Q1 (fastest),4
CAMDAM1489,2019,other,0.17,Q1 (fastest),0
CAPCA0000606101005,2021,other,0,Q1 (fastest),0
CAPCA0000606101005,2023,other,0,Q1 (fastest),2
CAPCA0000606101027,2023,other,164,Q3,0
CAPCA0000606101054,2019,electric,840.5,Q4 (slowest),2
CAPCA0000606101054,2020,electric,504.5,Q4 (slowest),0
CAPCA0000606101054,2022,electric,160,Q3,0
CAPCA0000606194003,2023,other,172,Q3,5
CASAC0000606700191,2021,other,1,Q1 (fastest),0
CASAC0000606700225,2023,other,482,Q4 (slowest),0
CASAC0000606700266,2018,other,0,Q1 (fastest),0
CASAC0000606700360,2022,other,1099,Q4 (slowest),2
CASAC0000606700360,2023,other,715,Q4 (slowest),9
CASAC0000606700360,2024,other,317.33,Q4 (slowest),0
CASAC0000606700487,2023,other,9,Q1 (fastest),0
CASAC0000606701583,2018,other,307,Q4 (slowest),0
CASAC0000606701913,2022,other,488,Q4 (slowest),1
CASAC0000606701913,2023,other,761,Q4 (slowest),0
CASJV00006019C0014,2016,electric,58.75,Q2,1
CASJV00006019C0014,2017,electric,244,Q4 (slowest),0
CASJV00006019C0014,2021,electric,136.33,Q3,1
CASJV00006019C0014,2022,electric,139.33,Q3,2
CASJV00006019C0014,2023,electric,123.67,Q3,1
CASJV00006019C0014,2024,electric,108.33,Q3,0
CASJV00006019C0036,2024,other,34.5,Q2,0
CASJV00006019C0072,2016,other,66.83,Q2,4
CASJV00006019C0072,2017,other,61.23,Q2,2
CASJV00006019C0072,2018,other,319.17,Q4 (slowest),5
CASJV00006019C0072,2019,other,246.33,Q3,2
CASJV00006019C0072,2020,other,44.2,Q2,0
CASJV00006019C0072,2023,other,258.33,Q4 (slowest),1
CASJV00006019C0072,2024,other,34.67,Q2,0
CASJV00006019C0120,2019,other,102.67,Q3,2
CASJV00006019C0120,2020,other,103,Q3,0
CASJV00006019C0120,2024,other,52,Q2,0
CASJV00006019C0150,2017,other,278.25,Q4 (slowest),0
CASJV00006019C0230,2018,other,23.67,Q2,0
CASJV00006019C0230,2020,other,89.6,Q2,0
CASJV00006019C0230,2022,other,382.44,Q4 (slowest),0
CASJV00006019C0276,2016,other,94,Q3,1
CASJV00006019C0276,2017,other,211.33,Q3,1
CASJV00006019C0276,2018,other,52.67,Q2,0
CASJV00006019C0311,2016,other,61.5,Q2,0
CASJV00006019C0311,2018,other,103.67,Q3,7
CASJV00006019C0311,2019,other,61.45,Q2,5
CASJV00006019C0311,2020,other,95.8,Q3,2
CASJV00006019C0311,2021,other,99,Q3,1
CASJV00006019C0311,2022,other,178.33,Q3,0
CASJV00006019C0402,2018,other,80.33,Q2,0
CASJV00006019C0402,2022,other,516,Q4 (slowest),1
CASJV00006019C0402,2023,other,222,Q3,0
CASJV00006019C0413,2019,other,34.5,Q2,0
CASJV00006019C0447,2016,other,114.75,Q3,1
CASJV00006019C0447,2017,other,277.33,Q4 (slowest),3
CASJV00006019C0447,2018,other,107.11,Q3,3
CASJV00006019C0447,2019,other,72.7,Q2,2
CASJV00006019C0447,2020,other,179.25,Q3,0
CASJV00006019C0447,2022,other,136.17,Q3,1
CASJV00006019C0447,2023,other,128.33,Q3,1
CASJV00006019C0447,2024,other,123.33,Q3,0
CASJV00006019C0535,2016,other,61.75,Q2,7
CASJV00006019C0535,2017,other,380.07,Q4 (slowest),2
CASJV00006019C0535,2018,other,206.33,Q3,1
CASJV00006019C0535,2019,other,128.33,Q3,4
CASJV00006019C0535,2020,other,235.18,Q3,5
CASJV00006019C0535,2021,other,110.58,Q3,3
CASJV00006019C0535,2022,other,190.5,Q3,1
CASJV00006019C0535,2023,other,29.33,Q2,0
CASJV00006019C0572,2019,other,216,Q3,0
CASJV00006019C0572,2021,other,107.67,Q3,0
CASJV00006019C0581,2018,other,27.75,Q2,2
CASJV00006019C0581,2019,other,30.83,Q2,0
CASJV00006019C0581,2021,other,146.6,Q3,0
CASJV00006019C0581,2023,other,47.33,Q2,0
CASJV00006019C0598,2016,other,155.67,Q3,2
CASJV00006019C0598,2017,other,33.2,Q2,3
CASJV00006019C0598,2018,other,215.89,Q3,2
CASJV00006019C0598,2019,other,258.75,Q4 (slowest),1
CASJV00006019C0598,2020,other,371,Q4 (slowest),2
CASJV00006019C0598,2021,other,141.17,Q3,0
CASJV00006019C0598,2024,other,76.67,Q2,0
CASJV00006019C0629,2016,other,136.25,Q3,3
CASJV00006019C0629,2017,other,47.33,Q2,0
CASJV00006019C0629,2019,other,26.33,Q2,1
CASJV00006019C0629,2020,other,102.5,Q3,1
CASJV00006019C0629,2021,other,73.5,Q2,0
CASJV00006019C0705,2018,other,156,Q3,0
CASJV00006019C0705,2021,other,112.33,Q3,4
CASJV00006019C0705,2022,other,177.2,Q3,0
CASJV00006019C0722,2022,electric,160.33,Q3,0
CASJV00006019C0787,2017,other,42.67,Q2,0
CASJV00006019C0787,2021,other,18,Q2,0
CASJV00006019C0787,2023,other,126.67,Q3,0
CASJV00006019C0847,2020,other,106.5,Q3,2
CASJV00006019C0847,2021,other,71.71,Q2,1
CASJV00006019C0847,2022,other,134,Q3,0
CASJV00006019C0948,2016,other,106.33,Q3,2
CASJV00006019C0948,2017,other,231.57,Q3,6
CASJV00006019C0948,2018,other,106.89,Q3,7
CASJV00006019C0948,2019,other,276.41,Q4 (slowest),5
CASJV00006019C0948,2020,other,235.47,Q3,13
CASJV00006019C0948,2021,other,140.48,Q3,4
CASJV00006019C0948,2022,other,131.25,Q3,8
CASJV00006019C0948,2023,other,92.96,Q3,4
CASJV00006019C0948,2024,other,81.93,Q2,0
CASJV00006019C1074,2022,other,264.33,Q4 (slowest),0
CASJV00006019C1077,2017,other,366.67,Q4 (slowest),0
CASJV00006019C1077,2019,other,136.89,Q3,5
CASJV00006019C1077,2020,other,138.2,Q3,0
CASJV00006019C1080,2021,other,140,Q3,1
CASJV00006019C1080,2022,other,142.67,Q3,0
CASJV00006019C1121,2016,other,80.12,Q2,2
CASJV00006019C1121,2017,other,269.67,Q4 (slowest),1
CASJV00006019C1121,2018,other,206.33,Q3,3
CASJV00006019C1121,2019,other,75.91,Q2,2
CASJV00006019C1121,2020,other,143.6,Q3,0
CASJV00006019C1121,2022,other,85.79,Q2,2
CASJV00006019C1121,2023,other,145.17,Q3,0
CASJV00006019C1234,2019,other,32,Q2,0
CASJV00006019C1234,2022,other,89.33,Q2,1
CASJV00006019C1234,2023,other,173.89,Q3,0
CASJV00006019C1336,2017,other,30,Q2,0
CASJV00006019C1336,2019,other,19,Q2,0
CASJV00006019C1336,2021,other,128.8,Q3,0
CASJV00006019C1344,2017,other,192.67,Q3,0
CASJV00006019C1344,2019,other,216.5,Q3,0
CASJV00006019C1344,2022,other,144,Q3,0
CASJV00006019C1820,2022,electric,182.56,Q3,0
CASJV00006019C1820,2024,electric,61,Q2,0
CASJV00006019C2249,2016,other,23.33,Q2,1
CASJV00006019C2696,2018,other,169.67,Q3,1
CASJV00006019C2696,2019,other,38.67,Q2,0
CASJV00006019C2783,2018,other,130,Q3,1
CASJV00006019C2783,2019,other,98.67,Q3,0
CASJV00006019C2783,2021,other,194.67,Q3,0
CASJV00006019C2872,2016,other,70.25,Q2,0
CASJV00006019C3054,2016,other,63.75,Q2,0
CASJV00006019C3054,2018,other,139,Q3,1
CASJV00006019C3054,2019,other,27.67,Q2,0
CASJV00006019C3115,2016,other,69,Q2,1
CASJV00006019C3115,2017,other,116,Q3,0
CASJV00006019C3115,2021,other,159,Q3,0
CASJV00006019C3115,2023,other,50.67,Q2,0
CASJV00006019C3811,2016,electric,59.25,Q2,0
CASJV00006019C3811,2018,electric,175.33,Q3,1
CASJV00006019C3811,2019,electric,120.33,Q3,1
CASJV00006019C3811,2020,electric,201.5,Q3,1
CASJV00006019C3811,2021,electric,254.67,Q4 (slowest),1
CASJV00006019C3811,2022,electric,249,Q4 (slowest),0
CASJV00006019C3844,2016,electric,51.75,Q2,2
CASJV00006019C3844,2017,electric,182.33,Q3,0
CASJV00006019C3844,2019,electric,114.5,Q3,0
CASJV00006019C3844,2022,electric,143.33,Q3,0
CASJV00006019C3844,2024,electric,61.67,Q2,0
CASJV00006019C4071,2018,electric,288.83,Q4 (slowest),0
CASJV00006019C4071,2020,electric,72,Q2,1
CASJV00006019C4071,2021,electric,136.67,Q3,1
CASJV00006019C4071,2022,electric,134,Q3,2
CASJV00006019C4071,2023,electric,37,Q2,1
CASJV00006019C4071,2024,electric,63.5,Q2,0
CASJV00006019C5370,2017,other,38.4,Q2,0
CASJV00006019C5870,2017,other,45.5,Q2,0
CASJV00006019C5870,2021,other,101,Q3,1
CASJV00006019C5870,2022,other,437.67,Q4 (slowest),2
CASJV00006019C5870,2023,other,196.83,Q3,0
CASJV00006019C6927,2015,other,708,Q4 (slowest),1
CASJV00006019C6927,2021,other,112,Q3,1
CASJV00006019C6927,2022,other,140,Q3,0
CASJV00006019C7220,2019,other,118.67,Q3,1
CASJV00006019C7220,2020,other,36,Q2,0
CASJV00006019C7220,2023,other,155.67,Q3,1
CASJV00006019C7220,2024,other,62,Q2,0
CASJV00006019C7286,2017,other,153.67,Q3,3
CASJV00006019C7286,2018,other,136.11,Q3,4
CASJV00006019C7286,2019,other,213,Q3,0
CASJV00006019C7286,2021,other,393.75,Q4 (slowest),0
CASJV00006019C7286,2023,other,143.67,Q3,0
CASJV00006019C7748,2017,other,43.67,Q2,0
CASJV00006019C7748,2019,other,368,Q4 (slowest),2
CASJV00006019C7748,2020,other,187,Q3,0
CASJV00006019C7748,2022,other,146,Q3,0
CASJV00006029S0033,2017,other,199,Q3,1
CASJV00006029S0033,2018,other,327.33,Q4 (slowest),5
CASJV00006029S0033,2019,other,197.5,Q3,2
CASJV00006029S0033,2020,other,236.75,Q3,2
CASJV00006029S0033,2021,other,221,Q3,6
CASJV00006029S0033,2022,other,114.04,Q3,4
CASJV00006029S0033,2023,other,209.83,Q3,1
CASJV00006029S0033,2024,other,64.67,Q2,0
CASJV00006029S0036,2017,other,63,Q2,2
CASJV00006029S0036,2018,other,47.17,Q2,1
CASJV00006029S0036,2019,other,265,Q4 (slowest),5
CASJV00006029S0036,2020,other,334.5,Q4 (slowest),2
CASJV00006029S0036,2021,other,429.6,Q4 (slowest),9
CASJV00006029S0036,2022,other,354.2,Q4 (slowest),5
CASJV00006029S0036,2023,other,179.57,Q3,0
CASJV00006029S0037,2016,other,132.77,Q3,35
CASJV00006029S0037,2017,other,147.99,Q3,44
CASJV00006029S0037,2018,other,92.05,Q3,10
CASJV00006029S0037,2019,other,191.58,Q3,24
CASJV00006029S0037,2020,other,168.5,Q3,19
CASJV00006029S0037,2021,other,199.8,Q3,37
CASJV00006029S0037,2022,other,223.63,Q3,26
CASJV00006029S0037,2023,other,160.55,Q3,20
CASJV00006029S0037,2024,other,137.24,Q3,0
CASJV00006029S0038,2021,other,243,Q3,0
CASJV00006029S0040,2018,other,59.33,Q2,1
CASJV00006029S0040,2019,other,94,Q3,0
CASJV00006029S0040,2021,other,104.5,Q3,4
CASJV00006029S0040,2022,other,137.21,Q3,1
CASJV00006029S0040,2023,other,46.33,Q2,0
CASJV00006029S0044,2016,other,73.36,Q2,0
CASJV00006029S0044,2019,other,245.5,Q3,1
CASJV00006029S0044,2020,other,172.5,Q3,1
CASJV00006029S0044,2021,other,466.5,Q4 (slowest),1
CASJV00006029S0044,2022,other,221.67,Q3,2
CASJV00006029S0044,2023,other,108.57,Q3,0
CASJV00006029S0071,2017,other,95.75,Q3,3
CASJV00006029S0071,2018,other,169.22,Q3,1
CASJV00006029S0071,2019,other,46,Q2,2
CASJV00006029S0071,2020,other,197,Q3,4
CASJV00006029S0071,2021,other,179.33,Q3,2
CASJV00006029S0071,2022,other,210,Q3,2
CASJV00006029S0071,2023,other,285.67,Q4 (slowest),2
CASJV00006029S0071,2024,other,75.33,Q2,0
CASJV00006029S0075,2016,electric,92.38,Q3,0
CASJV00006029S0077,2016,other,45.75,Q2,0
CASJV00006029S0077,2018,other,114.67,Q3,0
CASJV00006029S0083,2022,other,136,Q3,0
CASJV00006029S0088,2017,electric,45.67,Q2,2
CASJV00006029S0088,2018,electric,45.17,Q2,1
CASJV00006029S0088,2019,electric,358.5,Q4 (slowest),1
CASJV00006029S0088,2020,electric,0,Q1 (fastest),0
CASJV00006029S0091,2016,electric,132.5,Q3,1
CASJV00006029S0091,2017,electric,17,Q2,0
CASJV00006029S0091,2019,electric,57.33,Q2,0
CASJV00006029S0091,2021,electric,179,Q3,1
CASJV00006029S0091,2022,electric,355.33,Q4 (slowest),0
CASJV00006029S0172,2018,electric,83.67,Q2,0
CASJV00006029S0172,2020,electric,57,Q2,0
CASJV00006029S0254,2019,other,216.5,Q3,0
CASJV00006029S0254,2022,other,227.25,Q3,0
CASJV00006029S0377,2016,other,84.75,Q2,1
CASJV00006029S0377,2017,other,93,Q3,1
CASJV00006029S0377,2018,other,293,Q4 (slowest),1
CASJV00006029S0377,2019,other,253,Q4 (slowest),1
CASJV00006029S0377,2020,other,240,Q3,0
CASJV00006029S0381,2017,other,71.75,Q2,2
CASJV00006029S0381,2018,other,67.33,Q2,1
CASJV00006029S0381,2019,other,61.67,Q2,3
CASJV00006029S0381,2020,other,90,Q2,1
CASJV00006029S0381,2021,other,74,Q2,0
CASJV00006029S0381,2024,other,97.67,Q3,0
CASJV00006029S0382,2017,other,41,Q2,3
CASJV00006029S0382,2018,other,130.45,Q3,2
CASJV00006029S0382,2019,other,152.6,Q3,3
CASJV00006029S0382,2020,other,152.67,Q3,4
CASJV00006029S0382,2021,other,140.58,Q3,3
CASJV00006029S0382,2022,other,101,Q3,3
CASJV00006029S0382,2023,other,101.38,Q3,1
CASJV00006029S0382,2024,other,116.5,Q3,0
CASJV00006029S0498,2017,other,83.33,Q2,0
CASJV00006029S0507,2016,other,119.33,Q3,0
CASJV00006029S0507,2020,other,132.5,Q3,3
CASJV00006029S0507,2021,other,127,Q3,6
CASJV00006029S0507,2022,other,88.33,Q2,0
CASJV00006029S0511,2020,electric,0,Q1 (fastest),0
CASJV00006029S0559,2016,other,52.33,Q2,0
CASJV00006029S0723,2020,electric,209,Q3,0
CASJV00006029S0724,2021,electric,105.5,Q3,0
CASJV00006029S0724,2023,electric,70.5,Q2,0
CASJV00006029S0882,2018,other,41.33,Q2,1
CASJV00006029S0882,2019,other,44.33,Q2,3
CASJV00006029S0882,2020,other,90.17,Q2,1
CASJV00006029S0882,2021,other,253.67,Q4 (slowest),0
CASJV00006029S0890,2019,other,160.5,Q3,1
CASJV00006029S0890,2020,other,122,Q3,2
CASJV00006029S0890,2021,other,149.43,Q3,1
CASJV00006029S0890,2022,other,82.33,Q2,4
CASJV00006029S0890,2023,other,86.92,Q2,1
CASJV00006029S0890,2024,other,45,Q2,0
CASJV00006029S0892,2020,other,278.33,Q4 (slowest),0
CASJV00006029S1075,2018,other,26.33,Q2,0
CASJV00006029S1075,2020,other,73.5,Q2,1
CASJV00006029S1075,2021,other,282.67,Q4 (slowest),0
CASJV00006029S1114,2017,other,66.25,Q2,1
CASJV00006029S1114,2018,other,70,Q2,2
CASJV00006029S1114,2019,other,258.5,Q4 (slowest),1
CASJV00006029S1114,2020,other,152,Q3,0
CASJV00006029S1114,2022,other,133.5,Q3,0
CASJV00006029S1118,2020,electric,142.5,Q3,0
CASJV00006029S1119,2020,electric,142.5,Q3,0
CASJV00006029S1120,2019,electric,157.25,Q3,1
CASJV00006029S1120,2020,electric,142.5,Q3,0
